
Design Analysis
Waterlog -- H-500-XL DATA FILE
Sensor Serial # = S#001968   V2.14 
Filename = 8449    .017

      Date,    Time,   SDI01,    Batt
  DATE    ,TIME    ,STAGE   ,BATTERY 
       NOW,     NOW,     NOW,     NOW
09/01/2022,18:20:00,    8.95,        ,
09/01/2022,18:25:00,    8.95,        ,
09/01/2022,18:30:00,    8.95,        ,
09/01/2022,18:35:00,    8.96,        ,
09/01/2022,18:40:00,    8.96,        ,
09/01/2022,18:45:00,    8.96,        ,
09/01/2022,18:50:00,    8.96,        ,
09/01/2022,18:55:00,    8.95,        ,
09/01/2022,19:00:00,    8.95,   12.44
09/01/2022,19:05:00,    8.95,        ,
09/01/2022,19:10:00,    8.94,        ,
09/01/2022,19:15:00,    8.94,        ,
09/01/2022,19:20:00,    8.94,        ,
09/01/2022,19:25:00,    8.94,        ,
09/01/2022,19:30:00,    8.94,        ,
09/01/2022,19:35:00,    8.97,        ,
09/01/2022,19:40:00,    9.07,        ,
09/01/2022,19:45:00,    9.28,        ,
09/01/2022,19:50:00,    9.47,        ,
09/01/2022,19:55:00,    9.63,        ,
09/01/2022,20:00:00,    9.73,   12.44
09/01/2022,20:05:00,    9.80,        ,
09/01/2022,20:10:00,    9.84,        ,
09/01/2022,20:15:00,    9.85,        ,
09/01/2022,20:20:00,    9.85,        ,
09/01/2022,20:25:00,    9.84,        ,
09/01/2022,20:30:00,    9.82,        ,
09/01/2022,20:35:00,    9.80,        ,
09/01/2022,20:40:00,    9.77,        ,
09/01/2022,20:45:00,    9.73,        ,
09/01/2022,20:50:00,    9.70,        ,
09/01/2022,20:55:00,    9.68,        ,
09/01/2022,21:00:00,    9.65,   12.44
09/01/2022,21:05:00,    9.62,        ,
09/01/2022,21:10:00,    9.59,        ,
09/01/2022,21:15:00,    9.57,        ,
09/01/2022,21:20:00,    9.54,        ,
09/01/2022,21:25:00,    9.52,        ,
09/01/2022,21:30:00,    9.50,        ,
09/01/2022,21:35:00,    9.48,        ,
09/01/2022,21:40:00,    9.46,        ,
09/01/2022,21:45:00,    9.44,        ,
09/01/2022,21:50:00,    9.43,        ,
09/01/2022,21:55:00,    9.42,        ,
09/01/2022,22:00:00,    9.40,   12.44
09/01/2022,22:05:00,    9.40,        ,
09/01/2022,22:10:00,    9.38,        ,
09/01/2022,22:15:00,    9.38,        ,
09/01/2022,22:20:00,    9.37,        ,
09/01/2022,22:25:00,    9.36,        ,
09/01/2022,22:30:00,    9.35,        ,
09/01/2022,22:35:00,    9.35,        ,
09/01/2022,22:40:00,    9.34,        ,
09/01/2022,22:45:00,    9.33,        ,
09/01/2022,22:50:00,    9.33,        ,
09/01/2022,22:55:00,    9.32,        ,
09/01/2022,23:00:00,    9.31,   12.44
09/01/2022,23:05:00,    9.31,        ,
09/01/2022,23:10:00,    9.30,        ,
09/01/2022,23:15:00,    9.30,        ,
09/01/2022,23:20:00,    9.29,        ,
09/01/2022,23:25:00,    9.29,        ,
09/01/2022,23:30:00,    9.28,        ,
09/01/2022,23:35:00,    9.28,        ,
09/01/2022,23:40:00,    9.27,        ,
09/01/2022,23:45:00,    9.27,        ,
09/01/2022,23:50:00,    9.26,        ,
09/01/2022,23:55:00,    9.26,        ,
09/02/2022,00:00:00,    9.25,   12.44
09/02/2022,00:05:00,    9.25,        ,
09/02/2022,00:10:00,    9.24,        ,
09/02/2022,00:15:00,    9.24,        ,
09/02/2022,00:20:00,    9.23,        ,
09/02/2022,00:25:00,    9.23,        ,
09/02/2022,00:30:00,    9.22,        ,
09/02/2022,00:35:00,    9.22,        ,
09/02/2022,00:40:00,    9.22,        ,
09/02/2022,00:45:00,    9.21,        ,
09/02/2022,00:50:00,    9.21,        ,
09/02/2022,00:55:00,    9.21,        ,
09/02/2022,01:00:00,    9.20,   12.44
09/02/2022,01:05:00,    9.20,        ,
09/02/2022,01:10:00,    9.19,        ,
09/02/2022,01:15:00,    9.19,        ,
09/02/2022,01:20:00,    9.19,        ,
09/02/2022,01:25:00,    9.19,        ,
09/02/2022,01:30:00,    9.18,        ,
09/02/2022,01:35:00,    9.18,        ,
09/02/2022,01:40:00,    9.18,        ,
09/02/2022,01:45:00,    9.17,        ,
09/02/2022,01:50:00,    9.17,        ,
09/02/2022,01:55:00,    9.17,        ,
09/02/2022,02:00:00,    9.16,   12.44
09/02/2022,02:05:00,    9.16,        ,
09/02/2022,02:10:00,    9.16,        ,
09/02/2022,02:15:00,    9.16,        ,
09/02/2022,02:20:00,    9.16,        ,
09/02/2022,02:25:00,    9.15,        ,
09/02/2022,02:30:00,    9.15,        ,
09/02/2022,02:35:00,    9.15,        ,
09/02/2022,02:40:00,    9.15,        ,
09/02/2022,02:45:00,    9.14,        ,
09/02/2022,02:50:00,    9.14,        ,
09/02/2022,02:55:00,    9.14,        ,
09/02/2022,03:00:00,    9.14,   12.44
09/02/2022,03:05:00,    9.14,        ,
09/02/2022,03:10:00,    9.14,        ,
09/02/2022,03:15:00,    9.13,        ,
09/02/2022,03:20:00,    9.13,        ,
09/02/2022,03:25:00,    9.13,        ,
09/02/2022,03:30:00,    9.13,        ,
09/02/2022,03:35:00,    9.13,        ,
09/02/2022,03:40:00,    9.13,        ,
09/02/2022,03:45:00,    9.12,        ,
09/02/2022,03:50:00,    9.12,        ,
09/02/2022,03:55:00,    9.12,        ,
09/02/2022,04:00:00,    9.12,   12.44
09/02/2022,04:05:00,    9.12,        ,
09/02/2022,04:10:00,    9.11,        ,
09/02/2022,04:15:00,    9.12,        ,
09/02/2022,04:20:00,    9.11,        ,
09/02/2022,04:25:00,    9.11,        ,
09/02/2022,04:30:00,    9.11,        ,
09/02/2022,04:35:00,    9.11,        ,
09/02/2022,04:40:00,    9.11,        ,
09/02/2022,04:45:00,    9.10,        ,
09/02/2022,04:50:00,    9.10,        ,
09/02/2022,04:55:00,    9.10,        ,
09/02/2022,05:00:00,    9.10,   12.44
09/02/2022,05:05:00,    9.10,        ,
09/02/2022,05:10:00,    9.10,        ,
09/02/2022,05:15:00,    9.10,        ,
09/02/2022,05:20:00,    9.10,        ,
09/02/2022,05:25:00,    9.09,        ,
09/02/2022,05:30:00,    9.09,        ,
09/02/2022,05:35:00,    9.09,        ,
09/02/2022,05:40:00,    9.09,        ,
09/02/2022,05:45:00,    9.09,        ,
09/02/2022,05:50:00,    9.09,        ,
09/02/2022,05:55:00,    9.09,        ,
09/02/2022,06:00:00,    9.08,   12.44
09/02/2022,06:05:00,    9.08,        ,
09/02/2022,06:10:00,    9.08,        ,
09/02/2022,06:15:00,    9.08,        ,
09/02/2022,06:20:00,    9.08,        ,
09/02/2022,06:25:00,    9.08,        ,
09/02/2022,06:30:00,    9.08,        ,
09/02/2022,06:35:00,    9.08,        ,
09/02/2022,06:40:00,    9.08,        ,
09/02/2022,06:45:00,    9.08,        ,
09/02/2022,06:50:00,    9.07,        ,
09/02/2022,06:55:00,    9.07,        ,
09/02/2022,07:00:00,    9.07,   12.44
09/02/2022,07:05:00,    9.07,        ,
09/02/2022,07:10:00,    9.07,        ,
09/02/2022,07:15:00,    9.07,        ,
09/02/2022,07:20:00,    9.07,        ,
09/02/2022,07:25:00,    9.07,        ,
09/02/2022,07:30:00,    9.06,        ,
09/02/2022,07:35:00,    9.06,        ,
09/02/2022,07:40:00,    9.06,        ,
09/02/2022,07:45:00,    9.06,        ,
09/02/2022,07:50:00,    9.06,        ,
09/02/2022,07:55:00,    9.06,        ,
09/02/2022,08:00:00,    9.06,   12.44
09/02/2022,08:05:00,    9.06,        ,
09/02/2022,08:10:00,    9.06,        ,
09/02/2022,08:15:00,    9.05,        ,
09/02/2022,08:20:00,    9.05,        ,
09/02/2022,08:25:00,    9.05,        ,
09/02/2022,08:30:00,    9.05,        ,
09/02/2022,08:35:00,    9.05,        ,
09/02/2022,08:40:00,    9.05,        ,
09/02/2022,08:45:00,    9.05,        ,
09/02/2022,08:50:00,    9.05,        ,
09/02/2022,08:55:00,    9.05,        ,
09/02/2022,09:00:00,    9.04,   12.44
09/02/2022,09:05:00,    9.04,        ,
09/02/2022,09:10:00,    9.04,        ,
09/02/2022,09:15:00,    9.04,        ,
09/02/2022,09:20:00,    9.04,        ,
09/02/2022,09:25:00,    9.04,        ,
09/02/2022,09:30:00,    9.04,        ,
09/02/2022,09:35:00,    9.04,        ,
09/02/2022,09:40:00,    9.04,        ,
09/02/2022,09:45:00,    9.04,        ,
09/02/2022,09:50:00,    9.04,        ,
09/02/2022,09:55:00,    9.04,        ,
09/02/2022,10:00:00,    9.04,   12.44
09/02/2022,10:05:00,    9.04,        ,
09/02/2022,10:10:00,    9.03,        ,
09/02/2022,10:15:00,    9.03,        ,
09/02/2022,10:20:00,    9.03,        ,
09/02/2022,10:25:00,    9.03,        ,
09/02/2022,10:30:00,    9.03,        ,
09/02/2022,10:35:00,    9.03,        ,
09/02/2022,10:40:00,    9.03,        ,
09/02/2022,10:45:00,    9.03,        ,
09/02/2022,10:50:00,    9.03,        ,
09/02/2022,10:55:00,    9.03,        ,
09/02/2022,11:00:00,    9.02,   12.44
09/02/2022,11:05:00,    9.02,        ,
09/02/2022,11:10:00,    9.02,        ,
09/02/2022,11:15:00,    9.02,        ,
09/02/2022,11:20:00,    9.02,        ,
09/02/2022,11:25:00,    9.03,        ,
09/02/2022,11:30:00,    9.03,        ,
09/02/2022,11:35:00,    9.03,        ,
09/02/2022,11:40:00,    9.03,        ,
09/02/2022,11:45:00,    9.03,        ,
09/02/2022,11:50:00,    9.03,        ,
09/02/2022,11:55:00,    9.03,        ,
09/02/2022,12:00:00,    9.03,   12.44
09/02/2022,12:05:00,    9.03,        ,
09/02/2022,12:10:00,    9.03,        ,
09/02/2022,12:15:00,    9.04,        ,
09/02/2022,12:20:00,    9.04,        ,
09/02/2022,12:25:00,    9.04,        ,
09/02/2022,12:30:00,    9.04,        ,
09/02/2022,12:35:00,    9.05,        ,
09/02/2022,12:40:00,    9.05,        ,
09/02/2022,12:45:00,    9.05,        ,
09/02/2022,12:50:00,    9.05,        ,
09/02/2022,12:55:00,    9.05,        ,
09/02/2022,13:00:00,    9.05,   12.44
09/02/2022,13:05:00,    9.05,        ,
09/02/2022,13:10:00,    9.06,        ,
09/02/2022,13:15:00,    9.06,        ,
09/02/2022,13:20:00,    9.05,        ,
09/02/2022,13:25:00,    9.05,        ,
09/02/2022,13:30:00,    9.05,        ,
09/02/2022,13:35:00,    9.05,        ,
09/02/2022,13:40:00,    9.05,        ,
09/02/2022,13:45:00,    9.05,        ,
09/02/2022,13:50:00,    9.05,        ,
09/02/2022,13:55:00,    9.05,        ,
09/02/2022,14:00:00,    9.05,   12.44
09/02/2022,14:05:00,    9.05,        ,
09/02/2022,14:10:00,    9.06,        ,
09/02/2022,14:15:00,    9.06,        ,
09/02/2022,14:20:00,    9.06,        ,
09/02/2022,14:25:00,    9.06,        ,
09/02/2022,14:30:00,    9.06,        ,
09/02/2022,14:35:00,    9.06,        ,
09/02/2022,14:40:00,    9.07,        ,
09/02/2022,14:45:00,    9.07,        ,
09/02/2022,14:50:00,    9.07,        ,
09/02/2022,14:55:00,    9.07,        ,
09/02/2022,15:00:00,    9.07,   12.44
09/02/2022,15:05:00,    9.07,        ,
09/02/2022,15:10:00,    9.07,        ,
09/02/2022,15:15:00,    9.07,        ,
09/02/2022,15:20:00,    9.07,        ,
09/02/2022,15:25:00,    9.06,        ,
09/02/2022,15:30:00,    9.06,        ,
09/02/2022,15:35:00,    9.06,        ,
09/02/2022,15:40:00,    9.06,        ,
09/02/2022,15:45:00,    9.06,        ,
09/02/2022,15:50:00,    9.06,        ,
09/02/2022,15:55:00,    9.06,        ,
09/02/2022,16:00:00,    9.06,   12.44
09/02/2022,16:05:00,    9.05,        ,
09/02/2022,16:10:00,    9.05,        ,
09/02/2022,16:15:00,    9.05,        ,
09/02/2022,16:20:00,    9.05,        ,
09/02/2022,16:25:00,    9.05,        ,
09/02/2022,16:30:00,    9.05,        ,
09/02/2022,16:35:00,    9.05,        ,
09/02/2022,16:40:00,    9.04,        ,
09/02/2022,16:45:00,    9.04,        ,
09/02/2022,16:50:00,    9.04,        ,
09/02/2022,16:55:00,    9.04,        ,
09/02/2022,17:00:00,    9.04,   12.44
09/02/2022,17:05:00,    9.04,        ,
09/02/2022,17:10:00,    9.04,        ,
09/02/2022,17:15:00,    9.04,        ,
09/02/2022,17:20:00,    9.03,        ,
09/02/2022,17:25:00,    9.03,        ,
09/02/2022,17:30:00,    9.03,        ,
09/02/2022,17:35:00,    9.03,        ,
09/02/2022,17:40:00,    9.03,        ,
09/02/2022,17:45:00,    9.03,        ,
09/02/2022,17:50:00,    9.02,        ,
09/02/2022,17:55:00,    9.02,        ,
09/02/2022,18:00:00,    9.02,   12.44
09/02/2022,18:05:00,    9.02,        ,
09/02/2022,18:10:00,    9.02,        ,
09/02/2022,18:15:00,    9.02,        ,
09/02/2022,18:20:00,    9.02,        ,
09/02/2022,18:25:00,    9.01,        ,
09/02/2022,18:30:00,    9.01,        ,
09/02/2022,18:35:00,    9.01,        ,
09/02/2022,18:40:00,    9.01,        ,
09/02/2022,18:45:00,    9.01,        ,
09/02/2022,18:50:00,    9.01,        ,
09/02/2022,18:55:00,    9.01,        ,
09/02/2022,19:00:00,    9.01,   12.44
09/02/2022,19:05:00,    9.01,        ,
09/02/2022,19:10:00,    9.00,        ,
09/02/2022,19:15:00,    9.00,        ,
09/02/2022,19:20:00,    9.00,        ,
09/02/2022,19:25:00,    9.00,        ,
09/02/2022,19:30:00,    9.00,        ,
09/02/2022,19:35:00,    9.00,        ,
09/02/2022,19:40:00,    9.00,        ,
09/02/2022,19:45:00,    9.00,        ,
09/02/2022,19:50:00,    9.00,        ,
09/02/2022,19:55:00,    9.00,        ,
09/02/2022,20:00:00,    9.00,   12.44
09/02/2022,20:05:00,    9.00,        ,
09/02/2022,20:10:00,    9.00,        ,
09/02/2022,20:15:00,    9.00,        ,
09/02/2022,20:20:00,    8.99,        ,
09/02/2022,20:25:00,    8.99,        ,
09/02/2022,20:30:00,    8.99,        ,
09/02/2022,20:35:00,    8.99,        ,
09/02/2022,20:40:00,    8.99,        ,
09/02/2022,20:45:00,    8.99,        ,
09/02/2022,20:50:00,    8.99,        ,
09/02/2022,20:55:00,    8.99,        ,
09/02/2022,21:00:00,    8.99,   12.44
09/02/2022,21:05:00,    8.99,        ,
09/02/2022,21:10:00,    8.99,        ,
09/02/2022,21:15:00,    8.99,        ,
09/02/2022,21:20:00,    8.99,        ,
09/02/2022,21:25:00,    8.99,        ,
09/02/2022,21:30:00,    8.98,        ,
09/02/2022,21:35:00,    8.98,        ,
09/02/2022,21:40:00,    8.98,        ,
09/02/2022,21:45:00,    8.98,        ,
09/02/2022,21:50:00,    8.98,        ,
09/02/2022,21:55:00,    8.98,        ,
09/02/2022,22:00:00,    8.98,   12.44
09/02/2022,22:05:00,    8.98,        ,
09/02/2022,22:10:00,    8.98,        ,
09/02/2022,22:15:00,    8.98,        ,
09/02/2022,22:20:00,    8.98,        ,
09/02/2022,22:25:00,    8.98,        ,
09/02/2022,22:30:00,    8.98,        ,
09/02/2022,22:35:00,    8.98,        ,
09/02/2022,22:40:00,    8.98,        ,
09/02/2022,22:45:00,    8.98,        ,
09/02/2022,22:50:00,    8.98,        ,
09/02/2022,22:55:00,    8.98,        ,
09/02/2022,23:00:00,    8.98,   12.44
09/02/2022,23:05:00,    8.97,        ,
09/02/2022,23:10:00,    8.97,        ,
09/02/2022,23:15:00,    8.97,        ,
09/02/2022,23:20:00,    8.97,        ,
09/02/2022,23:25:00,    8.97,        ,
09/02/2022,23:30:00,    8.97,        ,
09/02/2022,23:35:00,    8.97,        ,
09/02/2022,23:40:00,    8.97,        ,
09/02/2022,23:45:00,    8.97,        ,
09/02/2022,23:50:00,    8.97,        ,
09/02/2022,23:55:00,    8.97,        ,
09/03/2022,00:00:00,    8.97,   12.44
09/03/2022,00:05:00,    8.97,        ,
09/03/2022,00:10:00,    8.97,        ,
09/03/2022,00:15:00,    8.97,        ,
09/03/2022,00:20:00,    8.97,        ,
09/03/2022,00:25:00,    8.97,        ,
09/03/2022,00:30:00,    8.97,        ,
09/03/2022,00:35:00,    8.96,        ,
09/03/2022,00:40:00,    8.96,        ,
09/03/2022,00:45:00,    8.96,        ,
09/03/2022,00:50:00,    8.96,        ,
09/03/2022,00:55:00,    8.96,        ,
09/03/2022,01:00:00,    8.96,   12.44
09/03/2022,01:05:00,    8.96,        ,
09/03/2022,01:10:00,    8.96,        ,
09/03/2022,01:15:00,    8.96,        ,
09/03/2022,01:20:00,    8.96,        ,
09/03/2022,01:25:00,    8.96,        ,
09/03/2022,01:30:00,    8.96,        ,
09/03/2022,01:35:00,    8.97,        ,
09/03/2022,01:40:00,    8.97,        ,
09/03/2022,01:45:00,    8.98,        ,
09/03/2022,01:50:00,    8.98,        ,
09/03/2022,01:55:00,    8.98,        ,
09/03/2022,02:00:00,    8.98,   12.44
09/03/2022,02:05:00,    8.99,        ,
09/03/2022,02:10:00,    9.00,        ,
09/03/2022,02:15:00,    9.02,        ,
09/03/2022,02:20:00,    9.08,        ,
09/03/2022,02:25:00,    9.19,        ,
09/03/2022,02:30:00,    9.32,        ,
09/03/2022,02:35:00,    9.44,        ,
09/03/2022,02:40:00,    9.54,        ,
09/03/2022,02:45:00,    9.62,        ,
09/03/2022,02:50:00,    9.68,        ,
09/03/2022,02:55:00,    9.74,        ,
09/03/2022,03:00:00,    9.77,   12.44
09/03/2022,03:05:00,    9.79,        ,
09/03/2022,03:10:00,    9.80,        ,
09/03/2022,03:15:00,    9.80,        ,
09/03/2022,03:20:00,    9.80,        ,
09/03/2022,03:25:00,    9.78,        ,
09/03/2022,03:30:00,    9.76,        ,
09/03/2022,03:35:00,    9.75,        ,
09/03/2022,03:40:00,    9.73,        ,
09/03/2022,03:45:00,    9.71,        ,
09/03/2022,03:50:00,    9.69,        ,
09/03/2022,03:55:00,    9.67,        ,
09/03/2022,04:00:00,    9.64,   12.44
09/03/2022,04:05:00,    9.62,        ,
09/03/2022,04:10:00,    9.60,        ,
09/03/2022,04:15:00,    9.59,        ,
09/03/2022,04:20:00,    9.57,        ,
09/03/2022,04:25:00,    9.55,        ,
09/03/2022,04:30:00,    9.54,        ,
09/03/2022,04:35:00,    9.52,        ,
09/03/2022,04:40:00,    9.51,        ,
09/03/2022,04:45:00,    9.50,        ,
09/03/2022,04:50:00,    9.48,        ,
09/03/2022,04:55:00,    9.47,        ,
09/03/2022,05:00:00,    9.46,   12.37
09/03/2022,05:05:00,    9.45,        ,
09/03/2022,05:10:00,    9.44,        ,
09/03/2022,05:15:00,    9.43,        ,
09/03/2022,05:20:00,    9.42,        ,
09/03/2022,05:25:00,    9.41,        ,
09/03/2022,05:30:00,    9.40,        ,
09/03/2022,05:35:00,    9.39,        ,
09/03/2022,05:40:00,    9.39,        ,
09/03/2022,05:45:00,    9.38,        ,
09/03/2022,05:50:00,    9.37,        ,
09/03/2022,05:55:00,    9.36,        ,
09/03/2022,06:00:00,    9.35,   12.37
09/03/2022,06:05:00,    9.34,        ,
09/03/2022,06:10:00,    9.33,        ,
09/03/2022,06:15:00,    9.33,        ,
09/03/2022,06:20:00,    9.32,        ,
09/03/2022,06:25:00,    9.32,        ,
09/03/2022,06:30:00,    9.31,        ,
09/03/2022,06:35:00,    9.30,        ,
09/03/2022,06:40:00,    9.29,        ,
09/03/2022,06:45:00,    9.29,        ,
09/03/2022,06:50:00,    9.28,        ,
09/03/2022,06:55:00,    9.28,        ,
09/03/2022,07:00:00,    9.27,   12.44
09/03/2022,07:05:00,    9.27,        ,
09/03/2022,07:10:00,    9.26,        ,
09/03/2022,07:15:00,    9.26,        ,
09/03/2022,07:20:00,    9.26,        ,
09/03/2022,07:25:00,    9.25,        ,
09/03/2022,07:30:00,    9.25,        ,
09/03/2022,07:35:00,    9.24,        ,
09/03/2022,07:40:00,    9.24,        ,
09/03/2022,07:45:00,    9.24,        ,
09/03/2022,07:50:00,    9.23,        ,
09/03/2022,07:55:00,    9.23,        ,
09/03/2022,08:00:00,    9.22,   12.37
09/03/2022,08:05:00,    9.22,        ,
09/03/2022,08:10:00,    9.22,        ,
09/03/2022,08:15:00,    9.21,        ,
09/03/2022,08:20:00,    9.22,        ,
09/03/2022,08:25:00,    9.21,        ,
09/03/2022,08:30:00,    9.21,        ,
09/03/2022,08:35:00,    9.21,        ,
09/03/2022,08:40:00,    9.20,        ,
09/03/2022,08:45:00,    9.20,        ,
09/03/2022,08:50:00,    9.20,        ,
09/03/2022,08:55:00,    9.19,        ,
09/03/2022,09:00:00,    9.19,   12.37
09/03/2022,09:05:00,    9.19,        ,
09/03/2022,09:10:00,    9.18,        ,
09/03/2022,09:15:00,    9.19,        ,
09/03/2022,09:20:00,    9.18,        ,
09/03/2022,09:25:00,    9.18,        ,
09/03/2022,09:30:00,    9.18,        ,
09/03/2022,09:35:00,    9.17,        ,
09/03/2022,09:40:00,    9.17,        ,
09/03/2022,09:45:00,    9.17,        ,
09/03/2022,09:50:00,    9.17,        ,
09/03/2022,09:55:00,    9.17,        ,
09/03/2022,10:00:00,    9.16,   12.37
09/03/2022,10:05:00,    9.16,        ,
09/03/2022,10:10:00,    9.15,        ,
09/03/2022,10:15:00,    9.15,        ,
09/03/2022,10:20:00,    9.15,        ,
09/03/2022,10:25:00,    9.15,        ,
09/03/2022,10:30:00,    9.15,        ,
09/03/2022,10:35:00,    9.14,        ,
09/03/2022,10:40:00,    9.14,        ,
09/03/2022,10:45:00,    9.14,        ,
09/03/2022,10:50:00,    9.14,        ,
09/03/2022,10:55:00,    9.14,        ,
09/03/2022,11:00:00,    9.14,   12.37
09/03/2022,11:05:00,    9.13,        ,
09/03/2022,11:10:00,    9.13,        ,
09/03/2022,11:15:00,    9.13,        ,
09/03/2022,11:20:00,    9.13,        ,
09/03/2022,11:25:00,    9.13,        ,
09/03/2022,11:30:00,    9.12,        ,
09/03/2022,11:35:00,    9.12,        ,
09/03/2022,11:40:00,    9.12,        ,
09/03/2022,11:45:00,    9.12,        ,
09/03/2022,11:50:00,    9.12,        ,
09/03/2022,11:55:00,    9.12,        ,
09/03/2022,12:00:00,    9.12,   12.37
09/03/2022,12:05:00,    9.11,        ,
09/03/2022,12:10:00,    9.11,        ,
09/03/2022,12:15:00,    9.11,        ,
09/03/2022,12:20:00,    9.11,        ,
09/03/2022,12:25:00,    9.11,        ,
09/03/2022,12:30:00,    9.10,        ,
09/03/2022,12:35:00,    9.11,        ,
09/03/2022,12:40:00,    9.10,        ,
09/03/2022,12:45:00,    9.10,        ,
09/03/2022,12:50:00,    9.10,        ,
09/03/2022,12:55:00,    9.10,        ,
09/03/2022,13:00:00,    9.10,   12.37
09/03/2022,13:05:00,    9.10,        ,
09/03/2022,13:10:00,    9.10,        ,
09/03/2022,13:15:00,    9.10,        ,
09/03/2022,13:20:00,    9.09,        ,
09/03/2022,13:25:00,    9.09,        ,
09/03/2022,13:30:00,    9.09,        ,
09/03/2022,13:35:00,    9.09,        ,
09/03/2022,13:40:00,    9.09,        ,
09/03/2022,13:45:00,    9.09,        ,
09/03/2022,13:50:00,    9.08,        ,
09/03/2022,13:55:00,    9.09,        ,
09/03/2022,14:00:00,    9.09,   12.37
09/03/2022,14:05:00,    9.08,        ,
09/03/2022,14:10:00,    9.08,        ,
09/03/2022,14:15:00,    9.08,        ,
09/03/2022,14:20:00,    9.08,        ,
09/03/2022,14:25:00,    9.08,        ,
09/03/2022,14:30:00,    9.08,        ,
09/03/2022,14:35:00,    9.08,        ,
09/03/2022,14:40:00,    9.08,        ,
09/03/2022,14:45:00,    9.08,        ,
09/03/2022,14:50:00,    9.08,        ,
09/03/2022,14:55:00,    9.07,        ,
09/03/2022,15:00:00,    9.07,   12.44
09/03/2022,15:05:00,    9.07,        ,
09/03/2022,15:10:00,    9.07,        ,
09/03/2022,15:15:00,    9.07,        ,
09/03/2022,15:20:00,    9.07,        ,
09/03/2022,15:25:00,    9.07,        ,
09/03/2022,15:30:00,    9.07,        ,
09/03/2022,15:35:00,    9.07,        ,
09/03/2022,15:40:00,    9.07,        ,
09/03/2022,15:45:00,    9.07,        ,
09/03/2022,15:50:00,    9.07,        ,
09/03/2022,15:55:00,    9.07,        ,
09/03/2022,16:00:00,    9.07,   12.44
09/03/2022,16:05:00,    9.07,        ,
09/03/2022,16:10:00,    9.07,        ,
09/03/2022,16:15:00,    9.06,        ,
09/03/2022,16:20:00,    9.06,        ,
09/03/2022,16:25:00,    9.07,        ,
09/03/2022,16:30:00,    9.06,        ,
09/03/2022,16:35:00,    9.06,        ,
09/03/2022,16:40:00,    9.06,        ,
09/03/2022,16:45:00,    9.06,        ,
09/03/2022,16:50:00,    9.06,        ,
09/03/2022,16:55:00,    9.06,        ,
09/03/2022,17:00:00,    9.06,   12.44
09/03/2022,17:05:00,    9.06,        ,
09/03/2022,17:10:00,    9.06,        ,
09/03/2022,17:15:00,    9.06,        ,
09/03/2022,17:20:00,    9.06,        ,
09/03/2022,17:25:00,    9.06,        ,
09/03/2022,17:30:00,    9.06,        ,
09/03/2022,17:35:00,    9.06,        ,
09/03/2022,17:40:00,    9.06,        ,
09/03/2022,17:45:00,    9.06,        ,
09/03/2022,17:50:00,    9.06,        ,
09/03/2022,17:55:00,    9.06,        ,
09/03/2022,18:00:00,    9.06,   12.44
09/03/2022,18:05:00,    9.06,        ,
09/03/2022,18:10:00,    9.06,        ,
09/03/2022,18:15:00,    9.06,        ,
09/03/2022,18:20:00,    9.05,        ,
09/03/2022,18:25:00,    9.05,        ,
09/03/2022,18:30:00,    9.05,        ,
09/03/2022,18:35:00,    9.05,        ,
09/03/2022,18:40:00,    9.05,        ,
09/03/2022,18:45:00,    9.05,        ,
09/03/2022,18:50:00,    9.05,        ,
09/03/2022,18:55:00,    9.05,        ,
09/03/2022,19:00:00,    9.05,   12.44
09/03/2022,19:05:00,    9.05,        ,
09/03/2022,19:10:00,    9.05,        ,
09/03/2022,19:15:00,    9.05,        ,
09/03/2022,19:20:00,    9.05,        ,
09/03/2022,19:25:00,    9.05,        ,
09/03/2022,19:30:00,    9.05,        ,
09/03/2022,19:35:00,    9.05,        ,
09/03/2022,19:40:00,    9.05,        ,
09/03/2022,19:45:00,    9.04,        ,
09/03/2022,19:50:00,    9.04,        ,
09/03/2022,19:55:00,    9.05,        ,
09/03/2022,20:00:00,    9.04,   12.44
09/03/2022,20:05:00,    9.04,        ,
09/03/2022,20:10:00,    9.04,        ,
09/03/2022,20:15:00,    9.04,        ,
09/03/2022,20:20:00,    9.04,        ,
09/03/2022,20:25:00,    9.04,        ,
09/03/2022,20:30:00,    9.04,        ,
09/03/2022,20:35:00,    9.04,        ,
09/03/2022,20:40:00,    9.04,        ,
09/03/2022,20:45:00,    9.04,        ,
09/03/2022,20:50:00,    9.04,        ,
09/03/2022,20:55:00,    9.04,        ,
09/03/2022,21:00:00,    9.04,   12.44
09/03/2022,21:05:00,    9.04,        ,
09/03/2022,21:10:00,    9.04,        ,
09/03/2022,21:15:00,    9.04,        ,
09/03/2022,21:20:00,    9.04,        ,
09/03/2022,21:25:00,    9.04,        ,
09/03/2022,21:30:00,    9.04,        ,
09/03/2022,21:35:00,    9.04,        ,
09/03/2022,21:40:00,    9.04,        ,
09/03/2022,21:45:00,    9.04,        ,
09/03/2022,21:50:00,    9.04,        ,
09/03/2022,21:55:00,    9.04,        ,
09/03/2022,22:00:00,    9.04,   12.44
09/03/2022,22:05:00,    9.04,        ,
09/03/2022,22:10:00,    9.04,        ,
09/03/2022,22:15:00,    9.04,        ,
09/03/2022,22:20:00,    9.04,        ,
09/03/2022,22:25:00,    9.04,        ,
09/03/2022,22:30:00,    9.04,        ,
09/03/2022,22:35:00,    9.04,        ,
